Unnamed: 0;hierarchy;code_full;code;label;description;point;Niveau 1;Niveau 2;Niveau 3;Niveau 4;Niveau 5;Niveau 6;Niveau 7;Tags;x;y
3202;Reptiles / Autorisation - Prot. Animaux;03.4_v1, 20, 02.2;02.2;Enrichissement: sortie;;https://agriculture.ld.admin.ch/inspection/57A74BCEAACA1D05E0532D0E870A0EAF;Autorisation - Prot. Animaux;Reptiles;;;;;;,autorisation,protection,animaux;-23.652134;-46.2523
3203;Reptiles / Autorisation - Prot. Animaux;03.4_v1, 20, 02.3;02.3;Enrichissement: occupation;;https://agriculture.ld.admin.ch/inspection/57A74BCEAACB1D05E0532D0E870A0EAF;Autorisation - Prot. Animaux;Reptiles;;;;;;,autorisation,protection animaux,occupation;-24.551888;-46.19178
3204;Reptiles / Autorisation - Prot. Animaux;03.4_v1, 20, 02.5;02.5;Alimentation et eau de boisson;;https://agriculture.ld.admin.ch/inspection/57A74BCEAACD1D05E0532D0E870A0EAF;Autorisation - Prot. Animaux;Reptiles;;;;;;,;-21.406015;-46.776936
3205;Reptiles / Autorisation - Prot. Animaux;03.4_v1, 20, 02.7;02.7;Interventions sur l'animal;;https://agriculture.ld.admin.ch/inspection/57A74BCEAACF1D05E0532D0E870A0EAF;Autorisation - Prot. Animaux;Reptiles;;;;;;,;-18.941898;-46.97779
3206;Reptiles / Autorisation - Prot. Animaux;03.4_v1, 20, 02.8;02.8;Santé et soins des animaux;;https://agriculture.ld.admin.ch/inspection/57A74BCEAAD01D05E0532D0E870A0EAF;Autorisation - Prot. Animaux;Reptiles;;;;;;,Reptiles,Protection animale,Santé animale;-18.877016;-46.74748
3207;Reptiles / Autorisation - Prot. Animaux;03.4_v1, 20, 02.11;02.11;Manquements zootechniques à l'égard des animaux;;https://agriculture.ld.admin.ch/inspection/57A74BCEAAD31D05E0532D0E870A0EAF;Autorisation - Prot. Animaux;Reptiles;;;;;;,animaux,autorisation,zootechnie;-19.926731;-49.818455
3208;Reptiles / Autorisation - Prot. Animaux;03.4_v1, 20, 02.12;02.12;Gestion de l'élevage;;https://agriculture.ld.admin.ch/inspection/57A74BCEAAD41D05E0532D0E870A0EAF;Autorisation - Prot. Animaux;Reptiles;;;;;;,élevage,autorisation,animaux;-18.91173;-46.616573
3209;Reptiles / Autorisation - Prot. Animaux;03.4_v1, 20, 03.1;03.1;Exigences applicables au personnel;;https://agriculture.ld.admin.ch/inspection/57A74BCEAAD71D05E0532D0E870A0EAF;Autorisation - Prot. Animaux;Reptiles;;;;;;Animaux;-14.767183;-46.528294
3210;Reptiles / Traitement des animaux - Intervention tiers;03.5c_v1, 20, 01;01;Handling;;https://agriculture.ld.admin.ch/inspection/57A74BCEACAC1D05E0532D0E870A0EAF;Traitement des animaux - Intervention tiers;Reptiles;;;;;;Reptiles, Traitement des animaux, Handling;-26.928305;-67.802185
3211;Reptiles / Traitement des animaux - Intervention tiers;03.5c_v1, 20, 02;02;Autres manquements;;https://agriculture.ld.admin.ch/inspection/57A74BCEACAD1D05E0532D0E870A0EAF;Traitement des animaux - Intervention tiers;Reptiles;;;;;;traitementanimal;-26.659641;-65.86696
3212;Reptiles / Traitement des animaux - Manifestations;03.5b_v1, 20, 01.2;01.2;Unité d'élevage: installations;"
Unité d'élevage: installations (structuration des enclos, cachettes, sol, risque de blessures)
";https://agriculture.ld.admin.ch/inspection/57A74BCEAC4F1D05E0532D0E870A0EAF;Traitement des animaux - Manifestations;Reptiles;;;;;;installations, enclos, élevage;-11.67096;-60.065826
3213;Reptiles / Traitement des animaux - Manifestations;03.5b_v1, 20, 01.3;01.3;Unité d'élevage: peuplement;"
Unité d'élevage: peuplement (densité d'occupation, compatibilité entre les animaux, animaux isolés, espèces animales, etc.)
";https://agriculture.ld.admin.ch/inspection/57A74BCEAC501D05E0532D0E870A0EAF;Traitement des animaux - Manifestations;Reptiles;;;;;;élevage, peuplement, densité, compatibilité, animaux, espèces;-14.9857025;-59.323402
3214;Reptiles / Traitement des animaux - Manifestations;03.5b_v1, 20, 02.4;02.4;Climat/lumière;"
Climat/lumière (qualité de l'eau)
";https://agriculture.ld.admin.ch/inspection/57A74BCEAC531D05E0532D0E870A0EAF;Traitement des animaux - Manifestations;Reptiles;;;;;;Reptiles, Traitement des animaux;-11.186273;-79.107666
3215;Reptiles / Traitement des animaux - Manifestations;03.5b_v1, 20, 02.6;02.6;Hygiène et soins des enclos;"
Hygiène et soins des enclos (confinement)
";https://agriculture.ld.admin.ch/inspection/57A74BCEAC541D05E0532D0E870A0EAF;Traitement des animaux - Manifestations;Reptiles;;;;;;,Hygiène,Soins,Enclos;-5.261361;-59.92207
3216;Reptiles / Traitement des animaux - Manifestations;03.5b_v1, 20, 02.9;02.9;Handling;"
Handling (dureté excessive, mauvais traitement, acheminement inadéquat, etc.)
";https://agriculture.ld.admin.ch/inspection/57A74BCEAC571D05E0532D0E870A0EAF;Traitement des animaux - Manifestations;Reptiles;;;;;;Reptiles, Traitement des animaux, Handling;-11.421238;-68.08297
3217;Reptiles / Traitement des animaux - Manifestations;03.5b_v1, 20, 02.13;02.13;Aspects sécuritaires;"
Aspects sécuritaires (tant pour l'être humain que pour l'animal)
";https://agriculture.ld.admin.ch/inspection/57A74BCEAC5A1D05E0532D0E870A0EAF;Traitement des animaux - Manifestations;Reptiles;;;;;;,traitement,animaux;-10.024233;-53.899338
3218;Reptiles / Traitement des animaux - Manifestations;03.5b_v1, 20, 02.14;02.14;Autres manquements;"
Autres manquements (p. ex. les atteintes à la dignité)
";https://agriculture.ld.admin.ch/inspection/57A74BCEAC5B1D05E0532D0E870A0EAF;Traitement des animaux - Manifestations;Reptiles;;;;;;;-24.373394;-59.795925
3219;Reptiles / Traitement des animaux - Manifestations;03.5b_v1, 20, 04.1;04.1;Documentation/enregistrements;"
Documentation/enregistrements/exigences administratives (registre de contrôle des effectifs, autorisations, médicaments administrés, fichier, personnel)
";https://agriculture.ld.admin.ch/inspection/57A74BCEAC5C1D05E0532D0E870A0EAF;Traitement des animaux - Manifestations;Reptiles;;;;;;Documentation, Enregistrements, Traitement des animaux;-11.280712;-42.162334
3220;Reptiles / Traitement des animaux - Manifestations;03.5b_v1, 20, 2.1;2.1;Aspects liés au transport;"
Aspects liés au transport (durée du trajet, documents, inscription sur le véhicule, déchargement)
";https://agriculture.ld.admin.ch/inspection/57A74BCEB7841D05E0532D0E870A0EAF;Traitement des animaux - Manifestations;Reptiles;;;;;;transport;3.4114974;-55.767746
3221;Reptiles / Traitement des animaux - Manifestations;03.5b_v1, 20, 01.1;01.1;Unité d'élevage: dimensions;;https://agriculture.ld.admin.ch/inspection/57A74BCEAC4E1D05E0532D0E870A0EAF;Traitement des animaux - Manifestations;Reptiles;;;;;;,élevage;-16.438606;-63.183334
3222;Reptiles / Traitement des animaux - Manifestations;03.5b_v1, 20, 02.2;02.2;Enrichissement: sortie;;https://agriculture.ld.admin.ch/inspection/57A74BCEAC511D05E0532D0E870A0EAF;Traitement des animaux - Manifestations;Reptiles;;;;;;animaux, traitement;-24.263824;-76.13066
3223;Reptiles / Traitement des animaux - Manifestations;03.5b_v1, 20, 02.3;02.3;Enrichissement: occupation;;https://agriculture.ld.admin.ch/inspection/57A74BCEAC521D05E0532D0E870A0EAF;Traitement des animaux - Manifestations;Reptiles;;;;;;Reptiles, Traitement des animaux, Enrichissement;-25.229288;-75.69812
3224;Reptiles / Traitement des animaux - Manifestations;03.5b_v1, 20, 02.7;02.7;Interventions sur l'animal;;https://agriculture.ld.admin.ch/inspection/57A74BCEAC551D05E0532D0E870A0EAF;Traitement des animaux - Manifestations;Reptiles;;;;;;animalité, traitement, manifestations;-22.009699;-69.2624
3225;Reptiles / Traitement des animaux - Manifestations;03.5b_v1, 20, 02.8;02.8;Santé et soins des animaux;;https://agriculture.ld.admin.ch/inspection/57A74BCEAC561D05E0532D0E870A0EAF;Traitement des animaux - Manifestations;Reptiles;;;;;;;-21.994738;-69.29877
3226;Reptiles / Traitement des animaux - Manifestations;03.5b_v1, 20, 02.11;02.11;Manquements zootechniques à l'égard des animaux;;https://agriculture.ld.admin.ch/inspection/57A74BCEAC581D05E0532D0E870A0EAF;Traitement des animaux - Manifestations;Reptiles;;;;;;,;-22.25725;-64.85142
3227;Reptiles / Traitement des animaux - Manifestations;03.5b_v1, 20, 02.12;02.12;Gestion de l'élevage;;https://agriculture.ld.admin.ch/inspection/57A74BCEAC591D05E0532D0E870A0EAF;Traitement des animaux - Manifestations;Reptiles;;;;;;,Traitement,Animaux,Élevage;-18.433102;-65.71626
3228;Reptiles / Traitement des animaux - Manifestations;03.5b_v1, 20, 02.1;02.1;Partenaire social, contact social avec l'homme et socialisation;;https://agriculture.ld.admin.ch/inspection/57A74BCEB7821D05E0532D0E870A0EAF;Traitement des animaux - Manifestations;Reptiles;;;;;;,;-31.146317;-53.523087
3229;Reptiles / Traitement des animaux - Manifestations;03.5b_v1, 20, 02.5;02.5;Alimentation et eau de boisson;;https://agriculture.ld.admin.ch/inspection/57A74BCEB7831D05E0532D0E870A0EAF;Traitement des animaux - Manifestations;Reptiles;;;;;;;-17.512972;-75.50032
3230;Reptiles / Traitement des animaux - Manifestations;03.5b_v1, 20, 03.1;03.1;Exigences applicables au personnel;;https://agriculture.ld.admin.ch/inspection/57A74BCEB7851D05E0532D0E870A0EAF;Traitement des animaux - Manifestations;Reptiles;;;;;;Reptiles, Traitement des animaux;-10.728452;-47.6667
3231;Reptiles / Traitement des animaux - Transport en Suisse;03.5a_v1, 20, 01.2;01.2;Unité d'élevage: installations;"
Unité d'élevage: installations (structuration des enclos, cachettes, sol, risque de blessures)
";https://agriculture.ld.admin.ch/inspection/57A74BCEA88E1D05E0532D0E870A0EAF;Traitement des animaux - Transport en Suisse;Reptiles;;;;;;,Unité d'élevage,installations,enclos,cachettes,sol,blessures;13.765967;-69.11591
3232;Reptiles / Traitement des animaux - Transport en Suisse;03.5a_v1, 20, 01.3;01.3;Unité d'élevage: peuplement;"
Unité d'élevage: peuplement (densité d'occupation, compatibilité entre les animaux, animaux isolés, espèces animales, etc.)
";https://agriculture.ld.admin.ch/inspection/57A74BCEA88F1D05E0532D0E870A0EAF;Traitement des animaux - Transport en Suisse;Reptiles;;;;;;Reptiles, Elevage, Densité, Compatibilité, Espèces animales;17.130945;-71.409454
3233;Reptiles / Traitement des animaux - Transport en Suisse;03.5a_v1, 20, 02.4;02.4;Climat/lumière;"
Climat/lumière (qualité de l'eau)
";https://agriculture.ld.admin.ch/inspection/57A74BCEA8931D05E0532D0E870A0EAF;Traitement des animaux - Transport en Suisse;Reptiles;;;;;;,,Transport,Reptiles,Traitement des animaux;-6.2777653;-79.2966
3234;Reptiles / Traitement des animaux - Transport en Suisse;03.5a_v1, 20, 02.6;02.6;Hygiène et soins des enclos;"
Hygiène et soins des enclos (confinement)
";https://agriculture.ld.admin.ch/inspection/57A74BCEA8951D05E0532D0E870A0EAF;Traitement des animaux - Transport en Suisse;Reptiles;;;;;;enclos, hygiène;-1.1074595;-62.22194
3235;Reptiles / Traitement des animaux - Transport en Suisse;03.5a_v1, 20, 02.9;02.9;Handling;"
Handling (dureté excessive, mauvais traitement, acheminement inadéquat, etc.)
";https://agriculture.ld.admin.ch/inspection/57A74BCEA8981D05E0532D0E870A0EAF;Traitement des animaux - Transport en Suisse;Reptiles;;;;;;Reptiles, Transport, Traitement.;-5.4180017;-69.095
3236;Reptiles / Traitement des animaux - Transport en Suisse;03.5a_v1, 20, 2.1;2.1;Aspects liés au transport;"
Aspects liés au transport (durée du trajet, documents, inscription sur le véhicule, déchargement)
";https://agriculture.ld.admin.ch/inspection/57A74BCEA8991D05E0532D0E870A0EAF;Traitement des animaux - Transport en Suisse;Reptiles;;;;;;,Transport,Documentation,Inscription,Animaux,Traitement;5.3800817;-59.684765
3237;Reptiles / Traitement des animaux - Transport en Suisse;03.5a_v1, 20, 02.13;02.13;Aspects sécuritaires;"
Aspects sécuritaires (tant pour l'être humain que pour l'animal)
";https://agriculture.ld.admin.ch/inspection/57A74BCEA89C1D05E0532D0E870A0EAF;Traitement des animaux - Transport en Suisse;Reptiles;;;;;;,Transport,Traitement,Animaux;3.814438;-64.91576
3238;Reptiles / Traitement des animaux - Transport en Suisse;03.5a_v1, 20, 02.14;02.14;Autres manquements;"
Autres manquements (p. ex. les atteintes à la dignité)
";https://agriculture.ld.admin.ch/inspection/57A74BCEA89D1D05E0532D0E870A0EAF;Traitement des animaux - Transport en Suisse;Reptiles;;;;;;,,,;-1.8657228;-72.25742
3239;Reptiles / Traitement des animaux - Transport en Suisse;03.5a_v1, 20, 04.1;04.1;Documentation/enregistrements;"
Documentation/enregistrements/exigences administratives (registre de contrôle des effectifs, autorisations, médicaments administrés, fichier, personnel)
";https://agriculture.ld.admin.ch/inspection/57A74BCEA89F1D05E0532D0E870A0EAF;Traitement des animaux - Transport en Suisse;Reptiles;;;;;;Reptiles, Traitement des animaux, Transport, Documentation, Enregistrements, Exigences administratives;10.571044;-61.629166
3240;Reptiles / Traitement des animaux - Transport en Suisse;03.5a_v1, 20, 01.1;01.1;Unité d'élevage: dimensions;;https://agriculture.ld.admin.ch/inspection/57A74BCEA88D1D05E0532D0E870A0EAF;Traitement des animaux - Transport en Suisse;Reptiles;;;;;;,Transport,Unité d'élevage;12.610032;-72.47038
3241;Reptiles / Traitement des animaux - Transport en Suisse;03.5a_v1, 20, 02.1;02.1;Partenaire social, contact social avec l'homme et socialisation;;https://agriculture.ld.admin.ch/inspection/57A74BCEA8901D05E0532D0E870A0EAF;Traitement des animaux - Transport en Suisse;Reptiles;;;;;;;5.017796;-81.42538
3242;Reptiles / Traitement des animaux - Transport en Suisse;03.5a_v1, 20, 02.2;02.2;Enrichissement: sortie;;https://agriculture.ld.admin.ch/inspection/57A74BCEA8911D05E0532D0E870A0EAF;Traitement des animaux - Transport en Suisse;Reptiles;;;;;;;9.089379;-79.59209
3243;Reptiles / Traitement des animaux - Transport en Suisse;03.5a_v1, 20, 02.3;02.3;Enrichissement: occupation;;https://agriculture.ld.admin.ch/inspection/57A74BCEA8921D05E0532D0E870A0EAF;Traitement des animaux - Transport en Suisse;Reptiles;;;;;;,;8.490026;-79.364845
3244;Reptiles / Traitement des animaux - Transport en Suisse;03.5a_v1, 20, 02.5;02.5;Alimentation et eau de boisson;;https://agriculture.ld.admin.ch/inspection/57A74BCEA8941D05E0532D0E870A0EAF;Traitement des animaux - Transport en Suisse;Reptiles;;;;;;,;2.8087006;-77.556625
3245;Reptiles / Traitement des animaux - Transport en Suisse;03.5a_v1, 20, 02.7;02.7;Interventions sur l'animal;;https://agriculture.ld.admin.ch/inspection/57A74BCEA8961D05E0532D0E870A0EAF;Traitement des animaux - Transport en Suisse;Reptiles;;;;;;;6.294438;-73.07089
3246;Reptiles / Traitement des animaux - Transport en Suisse;03.5a_v1, 20, 02.8;02.8;Santé et soins des animaux;;https://agriculture.ld.admin.ch/inspection/57A74BCEA8971D05E0532D0E870A0EAF;Traitement des animaux - Transport en Suisse;Reptiles;;;;;;;6.6771264;-72.74561
3247;Reptiles / Traitement des animaux - Transport en Suisse;03.5a_v1, 20, 02.11;02.11;Manquements zootechniques à l'égard des animaux;;https://agriculture.ld.admin.ch/inspection/57A74BCEA89A1D05E0532D0E870A0EAF;Traitement des animaux - Transport en Suisse;Reptiles;;;;;;transport, traitement, animaux;1.1460055;-70.84859
3248;Reptiles / Traitement des animaux - Transport en Suisse;03.5a_v1, 20, 02.12;02.12;Gestion de l'élevage;;https://agriculture.ld.admin.ch/inspection/57A74BCEA89B1D05E0532D0E870A0EAF;Traitement des animaux - Transport en Suisse;Reptiles;;;;;;,;7.6424494;-72.875984
3249;Reptiles / Traitement des animaux - Transport en Suisse;03.5a_v1, 20, 03.1;03.1;Exigences applicables au personnel;;https://agriculture.ld.admin.ch/inspection/57A74BCEA89E1D05E0532D0E870A0EAF;Traitement des animaux - Transport en Suisse;Reptiles;;;;;;;8.858182;-64.67236
3250;Rotation des cultures / PER Baies / Prestations écologiques requises (PER) / Paiements directs;07.10_2021, 07.10.1, 01;01;Fraises: respecter la réglementation sur la rotation des cultures;"
Respecter le nombre de culture et les pauses entre les cultures selon les directives spécifiques et reconnues.
Fraises :
au max. trois récoltes consécutives sr la même parcelle. Puis, pause d'au moins 3 ans.
Période de culture inférieure à 3 récoltes : pause d'au moins 2 ans.
";https://agriculture.ld.admin.ch/inspection/57A74BCEB8391D05E0532D0E870A0EAF;Paiements directs;Prestations écologiques requises (PER);PER Baies;Rotation des cultures;;;;Rotation des cultures, PER Baies, Prestations écologiques requises (PER), Paiements directs, Fraises, Réglementation;31.139738;22.60712
3251;Ruminants / Traitement des animaux - Intervention tiers;03.5c_v1, 06, 01;01;Handling;;https://agriculture.ld.admin.ch/inspection/57A74BCEACA01D05E0532D0E870A0EAF;Traitement des animaux - Intervention tiers;Ruminants;;;;;;,traitement,animaux,ruminants;-28.311312;-67.35433
3252;Ruminants / Traitement des animaux - Intervention tiers;03.5c_v1, 06, 02;02;Autres manquements;;https://agriculture.ld.admin.ch/inspection/57A74BCEACA11D05E0532D0E870A0EAF;Traitement des animaux - Intervention tiers;Ruminants;;;;;;Ruminants, Traitement des animaux, Intervention tiers, Manquements;-26.410604;-64.50238
3253;Ruminants / Traitement des animaux - Manifestations;03.5b_v1, 06, 01.2;01.2;Unité d'élevage: installations;"
Unité d'élevage: installations (structuration des enclos, cachettes, sol, risque de blessures)
";https://agriculture.ld.admin.ch/inspection/57A74BCEAC061D05E0532D0E870A0EAF;Traitement des animaux - Manifestations;Ruminants;;;;;;Ruminants,Traitement des animaux,Unité d'élevage,Installations,Enclos,Sol,Risques de blessures;-11.806378;-60.807236
3254;Ruminants / Traitement des animaux - Manifestations;03.5b_v1, 06, 01.3;01.3;Unité d'élevage: peuplement;"
Unité d'élevage: peuplement (densité d'occupation, compatibilité entre les animaux, animaux isolés, espèces animales, etc.)
";https://agriculture.ld.admin.ch/inspection/57A74BCEAC071D05E0532D0E870A0EAF;Traitement des animaux - Manifestations;Ruminants;;;;;;Ruminants,Traitement,Animaux,Unité d'élevage,Peuplement.;-15.393452;-59.95517
3255;Ruminants / Traitement des animaux - Manifestations;03.5b_v1, 06, 02.4;02.4;Climat/lumière;"
Climat/lumière (qualité de l'eau)
";https://agriculture.ld.admin.ch/inspection/57A74BCEAC0B1D05E0532D0E870A0EAF;Traitement des animaux - Manifestations;Ruminants;;;;;;Ruminants, Traitement des animaux, Climat, Lumière;-10.048064;-79.228645
3256;Ruminants / Traitement des animaux - Manifestations;03.5b_v1, 06, 02.6;02.6;Hygiène et soins des enclos;"
Hygiène et soins des enclos (confinement)
";https://agriculture.ld.admin.ch/inspection/57A74BCEAC0D1D05E0532D0E870A0EAF;Traitement des animaux - Manifestations;Ruminants;;;;;;Ruminants, Traitement des animaux, Hygiène, Soins des enclos;-4.839721;-61.296837
3257;Ruminants / Traitement des animaux - Manifestations;03.5b_v1, 06, 02.9;02.9;Handling;"
Handling (dureté excessive, mauvais traitement, acheminement inadéquat, etc.)
";https://agriculture.ld.admin.ch/inspection/57A74BCEAC101D05E0532D0E870A0EAF;Traitement des animaux - Manifestations;Ruminants;;;;;;Ruminants, Traitement des animaux, Handling;-11.40028;-69.1614
3258;Ruminants / Traitement des animaux - Manifestations;03.5b_v1, 06, 2.1;2.1;Aspects liés au transport;"
Aspects liés au transport (durée du trajet, documents, inscription sur le véhicule, déchargement)
";https://agriculture.ld.admin.ch/inspection/57A74BCEAC111D05E0532D0E870A0EAF;Traitement des animaux - Manifestations;Ruminants;;;;;;Ruminants, Transport;4.159136;-56.604824
3259;Ruminants / Traitement des animaux - Manifestations;03.5b_v1, 06, 02.13;02.13;Aspects sécuritaires;"
Aspects sécuritaires (tant pour l'être humain que pour l'animal)
";https://agriculture.ld.admin.ch/inspection/57A74BCEAC141D05E0532D0E870A0EAF;Traitement des animaux - Manifestations;Ruminants;;;;;;Ruminants, Traitement des animaux, Sécurité;-9.110793;-54.728153
3260;Ruminants / Traitement des animaux - Manifestations;03.5b_v1, 06, 02.14;02.14;Autres manquements;"
Autres manquements (p. ex. les atteintes à la dignité)
";https://agriculture.ld.admin.ch/inspection/57A74BCEAC151D05E0532D0E870A0EAF;Traitement des animaux - Manifestations;Ruminants;;;;;;Ruminants, Traitement des animaux;-24.579334;-61.139866
3261;Ruminants / Traitement des animaux - Manifestations;03.5b_v1, 06, 04.1;04.1;Documentation/enregistrements;"
Documentation/enregistrements/exigences administratives (registre de contrôle des effectifs, autorisations, médicaments administrés, fichier, personnel)
";https://agriculture.ld.admin.ch/inspection/57A74BCEAC171D05E0532D0E870A0EAF;Traitement des animaux - Manifestations;Ruminants;;;;;;Ruminants, Traitement des animaux, Documentation, Enregistrements, Autorisations, Médicaments.;-10.056606;-41.470562
3262;Ruminants / Traitement des animaux - Manifestations;03.5b_v1, 06, 01.1;01.1;Unité d'élevage: dimensions;;https://agriculture.ld.admin.ch/inspection/57A74BCEAC051D05E0532D0E870A0EAF;Traitement des animaux - Manifestations;Ruminants;;;;;;Ruminants, Traitement des animaux, Unité d'élevage;-16.132345;-64.07516
3263;Ruminants / Traitement des animaux - Manifestations;03.5b_v1, 06, 02.1;02.1;Partenaire social, contact social avec l'homme et socialisation;;https://agriculture.ld.admin.ch/inspection/57A74BCEAC081D05E0532D0E870A0EAF;Traitement des animaux - Manifestations;Ruminants;;;;;;Ruminants, Traitement des animaux;-31.71853;-54.741554
3264;Ruminants / Traitement des animaux - Manifestations;03.5b_v1, 06, 02.2;02.2;Enrichissement: sortie;;https://agriculture.ld.admin.ch/inspection/57A74BCEAC091D05E0532D0E870A0EAF;Traitement des animaux - Manifestations;Ruminants;;;;;;Ruminants, Traitement des animaux, Enrichissement, Manifestations, Sortie;-25.334822;-78.42485
3265;Ruminants / Traitement des animaux - Manifestations;03.5b_v1, 06, 02.3;02.3;Enrichissement: occupation;;https://agriculture.ld.admin.ch/inspection/57A74BCEAC0A1D05E0532D0E870A0EAF;Traitement des animaux - Manifestations;Ruminants;;;;;;Ruminants, Traitement des animaux, Enrichissement, Occupation;-26.003532;-78.130554
3266;Ruminants / Traitement des animaux - Manifestations;03.5b_v1, 06, 02.5;02.5;Alimentation et eau de boisson;;https://agriculture.ld.admin.ch/inspection/57A74BCEAC0C1D05E0532D0E870A0EAF;Traitement des animaux - Manifestations;Ruminants;;;;;;Ruminants,Traitement des animaux,Alimentation,Manifestations.;-16.545456;-75.091255
3267;Ruminants / Traitement des animaux - Manifestations;03.5b_v1, 06, 02.7;02.7;Interventions sur l'animal;;https://agriculture.ld.admin.ch/inspection/57A74BCEAC0E1D05E0532D0E870A0EAF;Traitement des animaux - Manifestations;Ruminants;;;;;;Traitement_vétérinaire, Animaux_de_ferme, Santé_animale;-20.06649;-67.03058
3268;Ruminants / Traitement des animaux - Manifestations;03.5b_v1, 06, 02.8;02.8;Santé et soins des animaux;;https://agriculture.ld.admin.ch/inspection/57A74BCEAC0F1D05E0532D0E870A0EAF;Traitement des animaux - Manifestations;Ruminants;;;;;;Ruminants,Traitement des animaux,Manifestations, Santé et soins des animaux;-20.08961;-66.965996
3269;Ruminants / Traitement des animaux - Manifestations;03.5b_v1, 06, 02.11;02.11;Manquements zootechniques à l'égard des animaux;;https://agriculture.ld.admin.ch/inspection/57A74BCEAC121D05E0532D0E870A0EAF;Traitement des animaux - Manifestations;Ruminants;;;;;;Ruminants,Traitement des animaux,Manifestations,Manquements zootechniques.;-21.42874;-64.92235
3270;Ruminants / Traitement des animaux - Manifestations;03.5b_v1, 06, 02.12;02.12;Gestion de l'élevage;;https://agriculture.ld.admin.ch/inspection/57A74BCEAC131D05E0532D0E870A0EAF;Traitement des animaux - Manifestations;Ruminants;;;;;;Traitement_animaux, Gestion_élevage;-19.192848;-66.501915
3271;Ruminants / Traitement des animaux - Manifestations;03.5b_v1, 06, 03.1;03.1;Exigences applicables au personnel;;https://agriculture.ld.admin.ch/inspection/57A74BCEAC161D05E0532D0E870A0EAF;Traitement des animaux - Manifestations;Ruminants;;;;;;Traitement_animaux, Ruminants;-9.526753;-48.216625
3272;Ruminants / Traitement des animaux - Transport en Suisse;03.5a_v1, 06, 01.2;01.2;Unité d'élevage: installations;"
Unité d'élevage: installations (structuration des enclos, cachettes, sol, risque de blessures)
";https://agriculture.ld.admin.ch/inspection/57A74BCEAB581D05E0532D0E870A0EAF;Traitement des animaux - Transport en Suisse;Ruminants;;;;;;Ruminants, Traitement des animaux, Transport, Unité d'élevage, installations;14.361605;-69.74836
3273;Ruminants / Traitement des animaux - Transport en Suisse;03.5a_v1, 06, 01.3;01.3;Unité d'élevage: peuplement;"
Unité d'élevage: peuplement (densité d'occupation, compatibilité entre les animaux, animaux isolés, espèces animales, etc.)
";https://agriculture.ld.admin.ch/inspection/57A74BCEAB591D05E0532D0E870A0EAF;Traitement des animaux - Transport en Suisse;Ruminants;;;;;;Ruminants, Traitement des animaux, Transport, Unité d'élevage, Peuplement;16.498;-72.09087
3274;Ruminants / Traitement des animaux - Transport en Suisse;03.5a_v1, 06, 02.4;02.4;Climat/lumière;"
Climat/lumière (qualité de l'eau)
";https://agriculture.ld.admin.ch/inspection/57A74BCEAB5C1D05E0532D0E870A0EAF;Traitement des animaux - Transport en Suisse;Ruminants;;;;;;Ruminants, Traitement des animaux, Transport, Climat, Lumière;-5.2710667;-79.82503
3275;Ruminants / Traitement des animaux - Transport en Suisse;03.5a_v1, 06, 02.6;02.6;Hygiène et soins des enclos;"
Hygiène et soins des enclos (confinement)
";https://agriculture.ld.admin.ch/inspection/57A74BCEAB5E1D05E0532D0E870A0EAF;Traitement des animaux - Transport en Suisse;Ruminants;;;;;;Ruminants, Traitement des animaux, Transport, Hygiène, Soins des enclos;-0.67188454;-63.083374
3276;Ruminants / Traitement des animaux - Transport en Suisse;03.5a_v1, 06, 02.9;02.9;Handling;"
Handling (dureté excessive, mauvais traitement, acheminement inadéquat, etc.)
";https://agriculture.ld.admin.ch/inspection/57A74BCEAB601D05E0532D0E870A0EAF;Traitement des animaux - Transport en Suisse;Ruminants;;;;;;Ruminants, Traitement des animaux, Transport en Suisse, Handling;-5.4732533;-70.196724
3277;Ruminants / Traitement des animaux - Transport en Suisse;03.5a_v1, 06, 2.1;2.1;Aspects liés au transport;"
Aspects liés au transport (durée du trajet, documents, inscription sur le véhicule, déchargement)
";https://agriculture.ld.admin.ch/inspection/57A74BCEAB611D05E0532D0E870A0EAF;Traitement des animaux - Transport en Suisse;Ruminants;;;;;;Ruminants, Transport, Traitement des animaux;5.42296;-60.732765
3278;Ruminants / Traitement des animaux - Transport en Suisse;03.5a_v1, 06, 02.13;02.13;Aspects sécuritaires;"
Aspects sécuritaires (tant pour l'être humain que pour l'animal)
";https://agriculture.ld.admin.ch/inspection/57A74BCEAB641D05E0532D0E870A0EAF;Traitement des animaux - Transport en Suisse;Ruminants;;;;;;Ruminants, Traitement des animaux, Transport, Sécurité;4.518554;-64.16892
3279;Ruminants / Traitement des animaux - Transport en Suisse;03.5a_v1, 06, 02.14;02.14;Autres manquements;"
Autres manquements (p. ex. les atteintes à la dignité)
";https://agriculture.ld.admin.ch/inspection/57A74BCEAB651D05E0532D0E870A0EAF;Traitement des animaux - Transport en Suisse;Ruminants;;;;;;Ruminants, Traitement des animaux, Transport, Manquements;-1.6007919;-70.96852
